Country,Year,Count,Count_median,Count_min,Count_max,WHO Region
Namibia,2000,14.0[13.1–15.1],14,13.1,15.1,Africa
Namibia,2005,13.8[12.6–14.7],13.8,12.6,14.7,Africa
Namibia,2010,13.4[12.2–14.2],13.4,12.2,14.2,Africa
Namibia,2018,11.8[10.6–12.7],11.8,10.6,12.7,Africa
Nepal,2010,0.2[0.2–0.2],0.2,0.2,0.2,South-East Asia
Nepal,2005,0.2[0.2–0.2],0.2,0.2,0.2,South-East Asia
Nepal,2018,0.1[0.1–0.2],0.1,0.1,0.2,South-East Asia
Nepal,2000,0.1[0.1–0.1],0.1,0.1,0.1,South-East Asia
Netherlands,2010,0.2[0.1–0.2],0.2,0.1,0.2,Europe
Netherlands,2005,0.2[0.1–0.2],0.2,0.1,0.2,Europe
Netherlands,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
New Zealand,2018,0.1[0.1–0.1],0.1,0.1,0.1,Western Pacific
New Zealand,2010,0.1[0.1–0.1],0.1,0.1,0.1,Western Pacific
New Zealand,2005,0.1[0.1–0.1],0.1,0.1,0.1,Western Pacific
New Zealand,2000,0.1[0.1–0.1],0.1,0.1,0.1,Western Pacific
Nicaragua,2018,0.2[0.2–0.3],0.2,0.2,0.3,Americas
Nicaragua,2010,0.2[0.2–0.3],0.2,0.2,0.3,Americas
Nicaragua,2005,0.2[0.1–0.3],0.2,0.1,0.3,Americas
Nicaragua,2000,0.1[0.1–0.2],0.1,0.1,0.2,Americas
Niger,2000,0.6[0.5–0.7],0.6,0.5,0.7,Africa
Niger,2005,0.6[0.5–0.6],0.6,0.5,0.6,Africa
Niger,2010,0.4[0.4–0.5],0.4,0.4,0.5,Africa
Niger,2018,0.3[0.2–0.3],0.3,0.2,0.3,Africa
Nigeria,2000,1.8[1.3–2.4],1.8,1.3,2.4,Africa
Nigeria,2005,1.7[1.2–2.2],1.7,1.2,2.2,Africa
Nigeria,2010,1.6[1.2–2.1],1.6,1.2,2.1,Africa
Nigeria,2018,1.5[1.1–2.1],1.5,1.1,2.1,Africa
Norway,2018,0.1[0.1–0.2],0.1,0.1,0.2,Europe
Norway,2010,0.1[0.1–0.2],0.1,0.1,0.2,Europe
Norway,2005,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Norway,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Oman,2018,0.2[0.1–0.2],0.2,0.1,0.2,Eastern Mediterranean
Oman,2010,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Oman,2005,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Oman,2000,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Pakistan,2018,0.1[0.1–0.2],0.1,0.1,0.2,Eastern Mediterranean
Pakistan,2010,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Pakistan,2005,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Pakistan,2000,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Panama,2018,0.9[0.8–1.0],0.9,0.8,1,Americas
Panama,2010,0.8[0.8–0.9],0.8,0.8,0.9,Americas
Panama,2005,0.8[0.7–0.8],0.8,0.7,0.8,Americas
Panama,2000,0.6[0.6–0.7],0.6,0.6,0.7,Americas
Papua New Guinea,2005,1.0[0.9–1.1],1,0.9,1.1,Western Pacific
Papua New Guinea,2010,0.8[0.7–1.0],0.8,0.7,1,Western Pacific
Papua New Guinea,2018,0.8[0.7–0.9],0.8,0.7,0.9,Western Pacific
Papua New Guinea,2000,0.6[0.5–0.8],0.6,0.5,0.8,Western Pacific
Paraguay,2005,0.6[0.4–0.8],0.6,0.4,0.8,Americas
Paraguay,2010,0.5[0.4–0.8],0.5,0.4,0.8,Americas
Paraguay,2018,0.5[0.3–0.7],0.5,0.3,0.7,Americas
Paraguay,2000,0.5[0.3–0.7],0.5,0.3,0.7,Americas
Peru,2000,0.5[0.4–0.6],0.5,0.4,0.6,Americas
Peru,2005,0.4[0.3–0.5],0.4,0.3,0.5,Americas
Peru,2010,0.3[0.3–0.5],0.3,0.3,0.5,Americas
Peru,2018,0.3[0.2–0.4],0.3,0.2,0.4,Americas
Philippines,2018,0.1[0.1–0.2],0.1,0.1,0.2,Western Pacific
Philippines,2010,0.1[0.1–0.1],0.1,0.1,0.1,Western Pacific
Philippines,2005,0.1[0.1–0.1],0.1,0.1,0.1,Western Pacific
Philippines,2000,0.1[0.1–0.1],0.1,0.1,0.1,Western Pacific
Portugal,2010,0.6[0.5–0.6],0.6,0.5,0.6,Europe
Portugal,2005,0.6[0.5–0.6],0.6,0.5,0.6,Europe
Portugal,2000,0.5[0.5–0.6],0.5,0.5,0.6,Europe
Portugal,2018,0.5[0.4–0.5],0.5,0.4,0.5,Europe
Republic of Moldova,2018,0.6[0.5–0.8],0.6,0.5,0.8,Europe
Republic of Moldova,2010,0.5[0.4–0.7],0.5,0.4,0.7,Europe
Republic of Moldova,2005,0.4[0.3–0.5],0.4,0.3,0.5,Europe
Republic of Moldova,2000,0.3[0.3–0.4],0.3,0.3,0.4,Europe
Republic of North Macedonia,2018,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Republic of North Macedonia,2010,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Republic of North Macedonia,2005,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Republic of North Macedonia,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Romania,2018,0.1[0.1–0.2],0.1,0.1,0.2,Europe
Romania,2010,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Romania,2005,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Romania,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Rwanda,2000,5.2[4.6–5.9],5.2,4.6,5.9,Africa
Rwanda,2005,3.8[3.2–4.3],3.8,3.2,4.3,Africa
Rwanda,2010,3.3[2.8–3.7],3.3,2.8,3.7,Africa
Rwanda,2018,2.5[2.1–2.8],2.5,2.1,2.8,Africa
Senegal,2005,0.7[0.6–0.7],0.7,0.6,0.7,Africa
Senegal,2000,0.6[0.5–0.7],0.6,0.5,0.7,Africa
Senegal,2010,0.6[0.5–0.6],0.6,0.5,0.6,Africa
Senegal,2018,0.4[0.4–0.5],0.4,0.4,0.5,Africa
Serbia,2018,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Serbia,2010,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Serbia,2005,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Serbia,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Sierra Leone,2005,1.5[1.3–1.9],1.5,1.3,1.9,Africa
Sierra Leone,2018,1.5[1.2–1.9],1.5,1.2,1.9,Africa
Sierra Leone,2010,1.5[1.2–1.9],1.5,1.2,1.9,Africa
Sierra Leone,2000,1.5[1.2–1.9],1.5,1.2,1.9,Africa
Singapore,2010,0.3[0.2–0.3],0.3,0.2,0.3,Western Pacific
Singapore,2018,0.2[0.2–0.3],0.2,0.2,0.3,Western Pacific
Singapore,2005,0.2[0.1–0.2],0.2,0.1,0.2,Western Pacific
Singapore,2000,0.1[0.1–0.2],0.1,0.1,0.2,Western Pacific
Slovakia,2018,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Slovakia,2010,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Slovakia,2005,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Slovakia,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Slovenia,2018,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Slovenia,2010,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Slovenia,2005,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Slovenia,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Somalia,2005,0.4[0.3–0.4],0.4,0.3,0.4,Eastern Mediterranean
Somalia,2000,0.4[0.3–0.4],0.4,0.3,0.4,Eastern Mediterranean
Somalia,2010,0.3[0.2–0.3],0.3,0.2,0.3,Eastern Mediterranean
Somalia,2018,0.1[0.1–0.2],0.1,0.1,0.2,Eastern Mediterranean
South Africa,2018,20.4[17.4–22.5],20.4,17.4,22.5,Africa
South Africa,2010,18.9[16.8–20.7],18.9,16.8,20.7,Africa
South Africa,2005,16.8[15.0–18.4],16.8,15,18.4,Africa
South Africa,2000,12.6[10.7–13.9],12.6,10.7,13.9,Africa
South Sudan,2005,2.5[2.0–3.2],2.5,2,3.2,Africa
South Sudan,2018,2.5[1.9–3.1],2.5,1.9,3.1,Africa
South Sudan,2000,2.5[1.5–3.2],2.5,1.5,3.2,Africa
South Sudan,2010,2.4[1.9–3.0],2.4,1.9,3,Africa
Spain,2010,0.4[0.3–0.4],0.4,0.3,0.4,Europe
Spain,2005,0.4[0.3–0.4],0.4,0.3,0.4,Europe
Spain,2000,0.4[0.3–0.4],0.4,0.3,0.4,Europe
Spain,2018,0.3[0.3–0.4],0.3,0.3,0.4,Europe
Sri Lanka,2018,0.1[0.1–0.1],0.1,0.1,0.1,South-East Asia
Sri Lanka,2010,0.1[0.1–0.1],0.1,0.1,0.1,South-East Asia
Sri Lanka,2005,0.1[0.1–0.1],0.1,0.1,0.1,South-East Asia
Sri Lanka,2000,0.1[0.1–0.1],0.1,0.1,0.1,South-East Asia
Sudan,2010,0.2[0.2–0.3],0.2,0.2,0.3,Eastern Mediterranean
Sudan,2018,0.2[0.1–0.5],0.2,0.1,0.5,Eastern Mediterranean
Sudan,2005,0.2[0.1–0.2],0.2,0.1,0.2,Eastern Mediterranean
Sudan,2000,0.1[0.1–0.2],0.1,0.1,0.2,Eastern Mediterranean
Suriname,2010,1.4[1.0–1.9],1.4,1,1.9,Americas
Suriname,2018,1.4[0.9–2.0],1.4,0.9,2,Americas
Suriname,2005,1.3[1.0–1.9],1.3,1,1.9,Americas
Suriname,2000,1.1[0.8–1.6],1.1,0.8,1.6,Americas
Syrian Arab Republic,2018,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Syrian Arab Republic,2010,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Syrian Arab Republic,2005,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Syrian Arab Republic,2000,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Tajikistan,2018,0.2[0.2–0.3],0.2,0.2,0.3,Europe
Tajikistan,2010,0.2[0.2–0.2],0.2,0.2,0.2,Europe
Tajikistan,2005,0.1[0.1–0.2],0.1,0.1,0.2,Europe
Tajikistan,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Thailand,2000,2.0[1.6–2.5],2,1.6,2.5,South-East Asia
Thailand,2005,1.6[1.3–2.1],1.6,1.3,2.1,South-East Asia
Thailand,2010,1.5[1.2–1.8],1.5,1.2,1.8,South-East Asia
Thailand,2018,1.1[0.9–1.3],1.1,0.9,1.3,South-East Asia
Togo,2000,3.6[3.2–3.8],3.6,3.2,3.8,Africa
Togo,2005,3.3[3.0–3.6],3.3,3,3.6,Africa
Togo,2010,2.9[2.6–3.1],2.9,2.6,3.1,Africa
Togo,2018,2.3[2.1–2.5],2.3,2.1,2.5,Africa
Tunisia,2018,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Tunisia,2010,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Tunisia,2005,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Tunisia,2000,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Uganda,2000,8.3[7.7–8.9],8.3,7.7,8.9,Africa
Uganda,2005,7.3[6.9–7.6],7.3,6.9,7.6,Africa
Uganda,2010,6.8[6.5–7.1],6.8,6.5,7.1,Africa
Uganda,2018,5.7[5.4–6.1],5.7,5.4,6.1,Africa
Ukraine,2018,1.0[0.9–1.0],1,0.9,1,Europe
Ukraine,2010,0.9[0.9–0.9],0.9,0.9,0.9,Europe
Ukraine,2005,0.9[0.8–0.9],0.9,0.8,0.9,Europe
Ukraine,2000,0.6[0.6–0.7],0.6,0.6,0.7,Europe
United Republic of Tanzania,2000,6.3[5.5–6.9],6.3,5.5,6.9,Africa
United Republic of Tanzania,2005,5.4[4.6–6.1],5.4,4.6,6.1,Africa
United Republic of Tanzania,2010,5.0[4.3–5.7],5,4.3,5.7,Africa
United Republic of Tanzania,2018,4.6[4.0–5.1],4.6,4,5.1,Africa
United States of America,2010,0.4[0.3–0.5],0.4,0.3,0.5,Americas
Uruguay,2018,0.6[0.4–0.8],0.6,0.4,0.8,Americas
Uruguay,2010,0.5[0.4–0.5],0.5,0.4,0.5,Americas
Uruguay,2005,0.4[0.3–0.5],0.4,0.3,0.5,Americas
Uruguay,2000,0.3[0.2–0.6],0.3,0.2,0.6,Americas
Uzbekistan,2018,0.2[0.2–0.2],0.2,0.2,0.2,Europe
Uzbekistan,2010,0.1[0.1–0.2],0.1,0.1,0.2,Europe
Uzbekistan,2005,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Uzbekistan,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Viet Nam,2010,0.4[0.3–0.4],0.4,0.3,0.4,Western Pacific
Viet Nam,2018,0.3[0.3–0.4],0.3,0.3,0.4,Western Pacific
Viet Nam,2005,0.3[0.3–0.4],0.3,0.3,0.4,Western Pacific
Viet Nam,2000,0.3[0.2–0.3],0.3,0.2,0.3,Western Pacific
Yemen,2018,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Yemen,2010,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Yemen,2005,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Yemen,2000,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Zambia,2000,16.2[14.3–18.2],16.2,14.3,18.2,Africa
Zambia,2005,14.1[12.5–15.8],14.1,12.5,15.8,Africa
Zambia,2010,13.0[11.5–14.5],13,11.5,14.5,Africa
Zambia,2018,11.3[10.0–12.6],11.3,10,12.6,Africa
Zimbabwe,2000,25.0[21.2–28.3],25,21.2,28.3,Africa
Zimbabwe,2005,19.0[16.2–21.6],19,16.2,21.6,Africa
Zimbabwe,2010,15.4[13.1–17.5],15.4,13.1,17.5,Africa
Zimbabwe,2018,12.7[10.8–14.5],12.7,10.8,14.5,Africa
